order_id,order_date,customer_id,product,quantity,unit_price
ORD002155,2025-12-15,C1573,Webcam,4,2499.00
ORD002156,2025-08-07,C1656,Wireless Mouse,1,799.00
ORD002157,2025-08-10,C1864,Monitor,4,12499.00
ORD002158,2025-03-04,C1696,Webcam,5,2499.00
ORD002159,2025-09-11,C1370,Power Bank,5,1799.00
ORD002160,2025-04-25,C1048,Wireless Mouse,3,799.00
ORD002161,2025-09-30,C1459,Headphones,3,3299.00
ORD002162,2025-07-20,C1199,Wireless Mouse,3,799.00
ORD002163,2025-10-20,C1827,Keyboard,1,1499.00
ORD002164,2025-12-20,C1433,Laptop Stand,1,1199.00
ORD002165,2025-04-11,C1168,Laptop Stand,3,1199.00
ORD002166,2025-02-02,C1641,Webcam,1,2499.00
ORD002167,2025-09-03,C1442,Wireless Mouse,1,799.00
ORD002168,2025-05-09,C1253,Monitor,1,12499.00
ORD002169,2025-05-03,C1981,Power Bank,3,1799.00
ORD002170,2025-06-20,C1532,Wireless Mouse,2,799.00
ORD002171,2025-11-04,C1634,Keyboard,4,1499.00
ORD002172,2025-11-17,C1457,Keyboard,5,1499.00
ORD002173,2025-02-13,C1997,Keyboard,1,1499.00
ORD002174,2025-07-13,C1320,Wireless Mouse,1,799.00
ORD002175,2025-02-01,C1941,USB-C Cable,4,299.50
ORD002176,2025-06-04,C1625,Wireless Mouse,4,799.00
ORD002177,2025-02-22,C1693,Keyboard,1,1499.00
ORD002178,2025-01-27,C1301,USB Hub,4,899.00
ORD002179,2025-02-19,C1632,Headphones,4,3299.00
ORD002180,2025-11-03,C1806,Laptop Stand,5,1199.00
ORD002181,2025-08-21,C1393,Wireless Mouse,4,799.00
ORD002182,2025-11-14,C1634,Headphones,1,3299.00
ORD002183,2025-11-30,C1960,Monitor,1,12499.00
ORD002184,2025-09-22,C1336,Power Bank,5,1799.00
ORD002185,2025-02-25,C1105,Laptop Stand,1,1199.00
ORD002186,2025-10-31,C1808,Keyboard,2,1499.00
ORD002187,2025-11-23,C1521,USB-C Cable,3,299.50
ORD002188,2025-08-04,C1492,Monitor,5,12499.00
ORD002189,2025-04-06,C1248,Power Bank,2,1799.00
ORD002190,2025-01-31,C1130,Wireless Mouse,3,799.00
ORD002191,2025-09-20,C1982,Headphones,3,3299.00
ORD002192,2025-10-26,C1906,Webcam,5,2499.00
ORD002193,2025-03-17,C1480,USB-C Cable,3,299.50
ORD002194,2025-05-30,C1377,Monitor,1,12499.00
ORD002195,2025-10-28,C1673,USB Hub,2,899.00
ORD002196,2025-05-02,C1519,Wireless Mouse,5,799.00
ORD002197,2025-08-05,C1352,Wireless Mouse,2,799.00
ORD002198,2025-11-24,C1930,Laptop Stand,2,1199.00
ORD002199,2025-06-24,C1193,Keyboard,4,1499.00
ORD002200,2025-11-04,C1709,Power Bank,3,1799.00
ORD002201,2025-11-12,C1306,Monitor,4,12499.00
ORD002202,2025-03-25,C1107,Monitor,4,12499.00
ORD002203,2025-09-11,C1224,Wireless Mouse,1,799.00
ORD002204,2025-12-21,C1235,Laptop Stand,4,1199.00
ORD002205,2025-05-03,C1492,Laptop Stand,3,1199.00
ORD002206,2025-04-16,C1409,Headphones,2,3299.00
ORD002207,2025-07-05,C1010,Wireless Mouse,1,799.00
ORD002208,2025-01-16,C1568,Monitor,1,12499.00
ORD002209,2025-05-29,C1450,USB-C Cable,2,299.50
ORD002210,2025-01-23,C1998,Monitor,1,12499.00
ORD002211,2025-04-12,C1290,Laptop Stand,2,1199.00
ORD002212,2025-05-15,C1736,Laptop Stand,2,1199.00
ORD002213,2025-10-11,C1251,Monitor,2,12499.00
ORD002214,2025-01-12,C1180,Laptop Stand,3,1199.00
ORD002215,2025-01-11,C1851,Keyboard,2,1499.00
ORD002216,2025-12-02,C1806,Headphones,1,3299.00
ORD002217,2025-04-18,C1312,Monitor,4,12499.00
ORD002218,2025-07-09,C1828,Laptop Stand,3,1199.00
ORD002219,2025-09-27,C1818,USB-C Cable,5,299.50
ORD002220,2025-12-31,C1066,Headphones,1,3299.00
ORD002221,2025-03-08,C1813,USB-C Cable,2,299.50
ORD002222,2025-09-30,C1387,Laptop Stand,3,1199.00
ORD002223,2025-11-03,C1439,Monitor,2,12499.00
ORD002224,2025-11-12,C1601,Wireless Mouse,2,799.00
ORD002225,2025-05-31,C1808,USB Hub,2,899.00
ORD002226,2025-05-07,C1054,Monitor,3,12499.00
ORD002227,2025-09-18,C1991,USB-C Cable,5,299.50
ORD002228,2025-04-18,C1744,Power Bank,1,1799.00
ORD002229,2025-12-06,C1629,Power Bank,1,1799.00
ORD002230,2025-09-18,C1397,USB-C Cable,5,299.50
ORD002231,2025-09-13,C1531,Monitor,4,12499.00
ORD002232,2025-06-14,C1729,USB-C Cable,3,299.50
ORD002233,2025-12-22,C1494,USB Hub,4,899.00
ORD002234,2025-05-18,C1595,Power Bank,4,1799.00
ORD002235,2025-04-17,C1224,Wireless Mouse,2,799.00
ORD002236,2025-05-01,C1405,Power Bank,2,1799.00
ORD002237,2025-08-06,C1910,Webcam,4,2499.00
ORD002238,2025-07-11,C1260,USB-C Cable,5,299.50
ORD002239,2025-03-10,C1769,Keyboard,1,1499.00
ORD002240,2025-08-16,C1531,Webcam,3,2499.00
ORD002241,2025-10-26,C1042,Laptop Stand,4,1199.00
ORD002242,2025-11-15,C1344,USB Hub,4,899.00
ORD002243,2025-08-28,C1442,Power Bank,4,1799.00
ORD002244,2025-09-12,C1324,Monitor,3,12499.00
ORD002245,2025-01-13,C1183,Headphones,4,3299.00
ORD002246,2025-05-16,C1660,Laptop Stand,1,1199.00
ORD002247,2025-02-12,C1301,Monitor,5,12499.00
ORD002248,2025-10-07,C1659,USB Hub,1,899.00
ORD002249,2025-04-27,C1100,Webcam,1,2499.00
ORD002250,2025-07-04,C1039,Keyboard,5,1499.00
ORD002251,2025-06-20,C1201,Laptop Stand,3,1199.00
ORD002252,2025-06-04,C1763,Webcam,3,2499.00
ORD002253,2025-12-28,C1618,Laptop Stand,2,1199.00
ORD002254,2025-05-14,C1008,USB Hub,3,899.00
ORD002255,2025-06-27,C1801,Webcam,4,2499.00
ORD002256,2025-10-24,C1775,Headphones,1,3299.00
ORD002257,2025-12-01,C1524,Power Bank,2,1799.00
ORD002258,2025-04-27,C1232,Headphones,2,3299.00
ORD002259,2025-04-30,C1528,Power Bank,5,1799.00
ORD002260,2025-08-28,C1739,USB Hub,4,899.00
ORD002261,2025-02-13,C1320,Monitor,2,12499.00
ORD002262,2025-12-24,C1427,Headphones,2,3299.00
ORD002263,2025-08-19,C1873,Power Bank,5,1799.00
ORD002264,2025-07-11,C1142,Wireless Mouse,5,799.00
ORD002265,2025-06-06,C1965,USB-C Cable,1,299.50
ORD002266,2025-12-04,C1854,Power Bank,3,1799.00
ORD002267,2025-04-26,C1429,Monitor,4,12499.00
ORD002268,2025-12-20,C1550,Headphones,3,3299.00
ORD002269,2025-10-28,C1023,Monitor,5,12499.00
ORD002270,2025-03-13,C1157,Wireless Mouse,3,799.00
ORD002271,2025-07-15,C1209,Headphones,4,3299.00
ORD002272,2025-10-01,C1395,Keyboard,2,1499.00
ORD002273,2025-02-25,C1336,Power Bank,5,1799.00
ORD002274,2025-11-24,C1916,Power Bank,3,1799.00
ORD002275,2025-03-29,C1106,Keyboard,5,1499.00
ORD002276,2025-01-17,C1846,USB-C Cable,5,299.50
ORD002277,2025-01-14,C1191,Power Bank,2,1799.00
ORD002278,2025-07-17,C1290,Keyboard,2,1499.00
ORD002279,2025-05-30,C1675,Laptop Stand,5,1199.00
ORD002280,2025-08-21,C1058,Keyboard,3,1499.00
ORD002281,2025-01-06,C1175,USB Hub,3,899.00
ORD002282,2025-07-20,C1160,Headphones,1,3299.00
ORD002283,2025-10-02,C1428,USB-C Cable,4,299.50
ORD002284,2025-07-19,C1978,Keyboard,2,1499.00
ORD002285,2025-04-16,C1317,USB-C Cable,4,299.50
ORD002286,2025-03-23,C1618,Power Bank,5,1799.00
ORD002287,2025-10-28,C1207,Webcam,5,2499.00
ORD002288,2025-05-22,C1206,Power Bank,1,1799.00
ORD002289,2025-08-17,C1065,USB-C Cable,4,299.50
ORD002290,2025-09-27,C1336,Laptop Stand,5,1199.00
ORD002291,2025-08-24,C1473,Power Bank,5,1799.00
ORD002292,2025-02-16,C1294,Wireless Mouse,4,799.00
ORD002293,2025-12-25,C1862,Monitor,3,12499.00
ORD002294,2025-11-10,C1843,Headphones,2,3299.00
ORD002295,2025-05-08,C1183,Headphones,5,3299.00
ORD002296,2025-08-23,C1393,Headphones,2,3299.00
ORD002297,2025-07-21,C1715,Keyboard,1,1499.00
ORD002298,2025-03-22,C1280,Laptop Stand,5,1199.00
ORD002299,2025-12-08,C1938,Webcam,1,2499.00
ORD002300,2025-09-10,C1421,Laptop Stand,5,1199.00
ORD002301,2025-07-08,C1078,Keyboard,1,1499.00
ORD002302,2025-06-16,C1419,USB Hub,4,899.00
ORD002303,2025-05-10,C1212,USB-C Cable,5,299.50
ORD002304,2025-08-25,C1027,Wireless Mouse,1,799.00
ORD002305,2025-07-15,C1351,Power Bank,4,1799.00
ORD002306,2025-07-23,C1038,Laptop Stand,1,1199.00
ORD002307,2025-02-28,C1726,Webcam,2,2499.00
ORD002308,2025-12-10,C1766,Monitor,4,12499.00
ORD002309,2025-08-25,C1069,Power Bank,1,1799.00
ORD002310,2025-12-03,C1248,USB Hub,4,899.00
ORD002311,2025-08-30,C1840,USB-C Cable,3,299.50
ORD002312,2025-03-29,C1858,USB-C Cable,1,299.50
ORD002313,2025-04-01,C1301,Keyboard,1,1499.00
ORD002314,2025-07-20,C1172,USB Hub,1,899.00
ORD002315,2025-12-13,C1279,Wireless Mouse,2,799.00
ORD002316,2025-07-03,C1182,Power Bank,2,1799.00
ORD002317,2025-12-12,C1545,Wireless Mouse,2,799.00
ORD002318,2025-12-23,C1048,Power Bank,5,1799.00
ORD002319,2025-07-19,C1706,Keyboard,3,1499.00
ORD002320,2025-01-27,C1612,Power Bank,1,1799.00
ORD002321,2025-07-13,C1785,Wireless Mouse,2,799.00
ORD002322,2025-07-11,C1930,Laptop Stand,2,1199.00
ORD002323,2025-02-16,C1016,Laptop Stand,4,1199.00
ORD002324,2025-01-08,C1345,Wireless Mouse,2,799.00
ORD002325,2025-04-23,C1981,Keyboard,1,1499.00
ORD002326,2025-03-27,C1045,USB-C Cable,4,299.50
ORD002327,2025-02-25,C1835,USB Hub,3,899.00
ORD002328,2025-10-15,C1641,Monitor,2,12499.00
ORD002329,2025-10-05,C1404,Laptop Stand,4,1199.00
ORD002330,2025-04-29,C1218,Keyboard,1,1499.00
ORD002331,2025-06-15,C1177,Monitor,1,12499.00
ORD002332,2025-12-01,C1323,Headphones,1,3299.00
ORD002333,2025-04-19,C1469,Headphones,2,3299.00
ORD002334,2025-12-03,C1834,Keyboard,3,1499.00
ORD002335,2025-01-23,C1068,Monitor,2,12499.00
ORD002336,2025-06-04,C1785,Headphones,5,3299.00
ORD002337,2025-02-22,C1729,Power Bank,5,1799.00
ORD002338,2025-05-09,C1982,USB-C Cable,1,299.50
ORD002339,2025-11-20,C1713,Monitor,4,12499.00
ORD002340,2025-06-20,C1179,USB-C Cable,3,299.50
ORD002341,2025-02-04,C1343,Power Bank,1,1799.00
ORD002342,2025-07-15,C1523,Power Bank,2,1799.00
ORD002343,2025-10-28,C1721,USB Hub,1,899.00
ORD002344,2025-01-11,C1631,Laptop Stand,1,1199.00
ORD002345,2025-05-02,C1755,Webcam,4,2499.00
ORD002346,2025-11-14,C1081,Laptop Stand,1,1199.00
ORD002347,2025-07-11,C1510,USB-C Cable,3,299.50
ORD002348,2025-03-19,C1384,Laptop Stand,2,1199.00
ORD002349,2025-05-02,C1945,Wireless Mouse,5,799.00
ORD002350,2025-06-18,C1137,Power Bank,3,1799.00
ORD002351,2025-11-26,C1805,Monitor,1,12499.00
ORD002352,2025-08-01,C1663,USB Hub,3,899.00
ORD002353,2025-04-28,C1867,Wireless Mouse,3,799.00
ORD002354,2025-05-05,C1210,Monitor,5,12499.00
ORD002355,2025-12-07,C1254,Wireless Mouse,2,799.00
ORD002356,2025-09-24,C1329,Headphones,2,3299.00
ORD002357,2025-11-19,C1006,Power Bank,1,1799.00
ORD002358,2025-02-05,C1976,Power Bank,2,1799.00
ORD002359,2025-11-21,C1144,Wireless Mouse,2,799.00
ORD002360,2025-02-16,C1177,USB-C Cable,5,299.50
ORD002361,2025-04-15,C1241,USB Hub,5,899.00
ORD002362,2025-08-07,C1742,Keyboard,4,1499.00
ORD002363,2025-03-26,C1738,Webcam,2,2499.00
ORD002364,2025-08-06,C1180,Laptop Stand,5,1199.00
ORD002365,2025-06-05,C1292,Laptop Stand,5,1199.00
ORD002366,2025-11-22,C1206,Power Bank,3,1799.00
ORD002367,2025-02-10,C1973,Power Bank,3,1799.00
ORD002368,2025-07-13,C1171,Headphones,4,3299.00
ORD002369,2025-08-05,C1517,Power Bank,5,1799.00
ORD002370,2025-03-21,C1839,Headphones,4,3299.00
ORD002371,2025-07-15,C1437,Wireless Mouse,1,799.00
ORD002372,2025-11-01,C1550,Webcam,2,2499.00
ORD002373,2025-03-31,C1263,USB Hub,4,899.00
ORD002374,2025-06-06,C1464,Power Bank,3,1799.00
ORD002375,2025-10-15,C1620,Headphones,4,3299.00
ORD002376,2025-06-20,C1139,Keyboard,4,1499.00
ORD002377,2025-03-21,C1938,Laptop Stand,2,1199.00
ORD002378,2025-01-07,C1882,Wireless Mouse,5,799.00
ORD002379,2025-09-09,C1414,Monitor,4,12499.00
ORD002380,2025-07-11,C1393,Headphones,4,3299.00
ORD002381,2025-11-25,C1602,Webcam,1,2499.00
ORD002382,2025-01-20,C1943,Headphones,1,3299.00
ORD002383,2025-10-17,C1166,Headphones,2,3299.00
ORD002384,2025-05-11,C1789,Headphones,3,3299.00
ORD002385,2025-12-30,C1500,USB Hub,3,899.00
ORD002386,2025-11-30,C1394,Wireless Mouse,4,799.00
ORD002387,2025-05-05,C1489,Laptop Stand,1,1199.00
ORD002388,2025-11-20,C1723,Monitor,1,12499.00
ORD002389,2025-05-14,C1619,USB-C Cable,4,299.50
ORD002390,2025-05-11,C1253,USB-C Cable,5,299.50
ORD002391,2025-01-07,C1119,USB-C Cable,1,299.50
ORD002392,2025-07-23,C1723,Headphones,5,3299.00
ORD002393,2025-09-23,C1931,Keyboard,2,1499.00
ORD002394,2025-03-26,C1849,Headphones,4,3299.00
ORD002395,2025-12-21,C1309,Webcam,5,2499.00
ORD002396,2025-12-04,C1907,USB Hub,4,899.00
ORD002397,2025-07-30,C1770,Webcam,1,2499.00
ORD002398,2025-11-22,C1586,Keyboard,3,1499.00
ORD002399,2025-05-18,C1766,USB-C Cable,2,299.50
ORD002400,2025-12-24,C1315,Headphones,1,3299.00
ORD002401,2025-09-09,C1001,USB-C Cable,1,299.50
ORD002402,2025-12-23,C1427,Keyboard,5,1499.00
ORD002403,2025-12-02,C1295,Headphones,4,3299.00
ORD002404,2025-04-01,C1383,USB-C Cable,2,299.50
ORD002405,2025-04-12,C1498,USB-C Cable,2,299.50
ORD002406,2025-02-26,C1461,USB Hub,5,899.00
ORD002407,2025-04-06,C1205,Laptop Stand,1,1199.00
ORD002408,2025-04-09,C1265,USB-C Cable,4,299.50
ORD002409,2025-11-17,C1934,Power Bank,5,1799.00
ORD002410,2025-11-22,C1170,Keyboard,1,1499.00
ORD002411,2025-02-13,C1386,Webcam,1,2499.00
ORD002412,2025-02-02,C1350,Webcam,1,2499.00
ORD002413,2025-09-02,C1496,Laptop Stand,1,1199.00
ORD002414,2025-02-01,C1272,Wireless Mouse,1,799.00
ORD002415,2025-02-19,C1216,Wireless Mouse,5,799.00
ORD002416,2025-07-12,C1617,Wireless Mouse,5,799.00
ORD002417,2025-09-06,C1484,Webcam,3,2499.00
ORD002418,2025-06-22,C1379,Headphones,3,3299.00
ORD002419,2025-05-03,C1963,Monitor,3,12499.00
ORD002420,2025-07-13,C1625,Headphones,1,3299.00
ORD002421,2025-06-19,C1825,Monitor,1,12499.00
ORD002422,2025-08-22,C1891,Wireless Mouse,4,799.00
ORD002423,2025-01-14,C1616,USB-C Cable,1,299.50
ORD002424,2025-05-24,C1973,USB Hub,2,899.00
ORD002425,2025-08-20,C1633,Monitor,4,12499.00
ORD002426,2025-07-31,C1676,USB Hub,2,899.00
ORD002427,2025-11-23,C1980,Wireless Mouse,3,799.00
ORD002428,2025-11-21,C1368,Wireless Mouse,1,799.00
ORD002429,2025-12-14,C1454,Monitor,2,12499.00
ORD002430,2025-07-24,C1756,Power Bank,5,1799.00
ORD002431,2025-06-28,C1438,Keyboard,4,1499.00
ORD002432,2025-07-17,C1300,Keyboard,5,1499.00
ORD002433,2025-12-31,C1146,Laptop Stand,5,1199.00
ORD002434,2025-01-17,C1130,USB Hub,4,899.00
ORD002435,2025-06-04,C1852,Keyboard,5,1499.00
ORD002436,2025-03-28,C1917,Power Bank,4,1799.00
ORD002437,2025-09-04,C1678,Keyboard,5,1499.00
ORD002438,2025-05-05,C1216,Laptop Stand,2,1199.00
ORD002439,2025-02-24,C1445,Keyboard,1,1499.00
ORD002440,2025-06-17,C1924,USB-C Cable,4,299.50
ORD002441,2025-04-23,C1736,Webcam,3,2499.00
ORD002442,2025-12-10,C1126,Power Bank,2,1799.00
ORD002443,2025-11-21,C1742,USB Hub,4,899.00
ORD002444,2025-12-21,C1340,Keyboard,2,1499.00
ORD002445,2025-11-26,C1351,Keyboard,4,1499.00
ORD002446,2025-12-01,C1657,Headphones,5,3299.00
ORD002447,2025-04-30,C1228,Headphones,3,3299.00
ORD002448,2025-05-29,C1089,Keyboard,1,1499.00
ORD002449,2025-06-24,C1758,Keyboard,5,1499.00
ORD002450,2025-03-01,C1586,Laptop Stand,3,1199.00
ORD002451,2025-06-10,C1976,USB-C Cable,4,299.50
ORD002452,2025-06-09,C1063,Wireless Mouse,5,799.00
ORD002453,2025-04-08,C1867,USB Hub,4,899.00
ORD002454,2025-06-13,C1789,Headphones,3,3299.00
ORD002455,2025-09-24,C1679,USB-C Cable,5,299.50
ORD002456,2025-02-24,C1404,Laptop Stand,1,1199.00
ORD002457,2025-08-24,C1323,USB Hub,2,899.00
ORD002458,2025-04-23,C1511,Webcam,4,2499.00
ORD002459,2025-11-04,C1290,USB-C Cable,2,299.50
ORD002460,2025-11-03,C1327,Wireless Mouse,3,799.00
ORD002461,2025-12-19,C1126,USB Hub,3,899.00
ORD002462,2025-11-20,C1848,Power Bank,2,1799.00
ORD002463,2025-05-30,C1721,Power Bank,4,1799.00
ORD002464,2025-06-20,C1156,Wireless Mouse,2,799.00
ORD002465,2025-12-25,C1753,Laptop Stand,1,1199.00
ORD002466,2025-09-07,C1744,USB-C Cable,4,299.50
ORD002467,2025-12-04,C1934,Webcam,2,2499.00
ORD002468,2025-10-08,C1401,Wireless Mouse,3,799.00
ORD002469,2025-12-14,C1484,Headphones,3,3299.00
ORD002470,2025-07-20,C1073,Headphones,5,3299.00
ORD002471,2025-05-25,C1713,Webcam,2,2499.00
ORD002472,2025-07-21,C1099,USB Hub,2,899.00
ORD002473,2025-10-25,C1886,Monitor,1,12499.00
ORD002474,2025-08-23,C1670,Webcam,2,2499.00
ORD002475,2025-08-15,C1712,USB-C Cable,4,299.50
ORD002476,2025-03-16,C1214,Webcam,2,2499.00
ORD002477,2025-11-30,C1009,Laptop Stand,3,1199.00
ORD002478,2025-12-14,C1804,Keyboard,2,1499.00
ORD002479,2025-08-07,C1695,Headphones,2,3299.00
ORD002480,2025-02-19,C1364,Wireless Mouse,4,799.00
ORD002481,2025-01-27,C1120,USB-C Cable,5,299.50
ORD002482,2025-10-31,C1444,Monitor,2,12499.00
ORD002483,2025-05-06,C1034,Headphones,1,3299.00
ORD002484,2025-07-23,C1500,Laptop Stand,3,1199.00
ORD002485,2025-12-01,C1763,USB-C Cable,4,299.50
ORD002486,2025-08-26,C1885,Keyboard,4,1499.00
ORD002487,2025-11-20,C1668,Webcam,4,2499.00
ORD002488,2025-01-06,C1122,Monitor,1,12499.00
ORD002489,2025-03-04,C1500,Keyboard,5,1499.00
ORD002490,2025-01-12,C1600,Laptop Stand,5,1199.00
ORD002491,2025-05-21,C1710,Power Bank,1,1799.00
ORD002492,2025-07-16,C1495,USB-C Cable,4,299.50
ORD002493,2025-10-20,C1128,Webcam,1,2499.00
ORD002494,2025-02-02,C1730,Monitor,5,12499.00
ORD002495,2025-07-27,C1832,USB-C Cable,1,299.50
ORD002496,2025-10-12,C1837,Headphones,5,3299.00
ORD002497,2025-09-08,C1065,USB Hub,5,899.00
ORD002498,2025-11-30,C1127,USB Hub,2,899.00
ORD002499,2025-04-03,C1882,Keyboard,5,1499.00
ORD002500,2025-01-03,C1568,USB-C Cable,4,299.50
ORD002501,2025-03-04,C1040,Monitor,2,12499.00
ORD002502,2025-12-01,C1165,Laptop Stand,1,1199.00
ORD002503,2025-05-12,C1871,USB Hub,1,899.00
ORD002504,2025-03-05,C1518,Keyboard,3,1499.00
ORD002505,2025-10-06,C1175,Monitor,4,12499.00
ORD002506,2025-05-08,C1307,Wireless Mouse,1,799.00
ORD002507,2025-05-31,C1674,USB Hub,5,899.00
ORD002508,2025-03-13,C1590,Power Bank,4,1799.00
ORD002509,2025-09-25,C1932,Monitor,3,12499.00
ORD002510,2025-09-19,C1214,USB Hub,1,899.00
ORD002511,2025-05-02,C1037,Wireless Mouse,2,799.00
ORD002512,2025-06-03,C1876,USB-C Cable,2,299.50
ORD002513,2025-11-05,C1565,USB-C Cable,2,299.50
ORD002514,2025-05-23,C1131,Monitor,5,12499.00
ORD002515,2025-02-08,C1563,Headphones,3,3299.00
ORD002516,2025-07-15,C1665,Webcam,2,2499.00
ORD002517,2025-08-22,C1085,Headphones,3,3299.00
ORD002518,2025-12-22,C1146,Headphones,5,3299.00
ORD002519,2025-02-06,C1644,Laptop Stand,3,1199.00
ORD002520,2025-07-10,C1577,Laptop Stand,5,1199.00
ORD002521,2025-08-03,C1841,USB-C Cable,2,299.50
ORD002522,2025-08-11,C1388,Monitor,1,12499.00
ORD002523,2025-02-09,C1276,Laptop Stand,1,1199.00
ORD002524,2025-02-26,C1700,USB Hub,5,899.00
ORD002525,2025-02-03,C1337,Headphones,1,3299.00
ORD002526,2025-06-20,C1796,Monitor,3,12499.00
ORD002527,2025-04-26,C1280,USB-C Cable,1,299.50
ORD002528,2025-07-13,C1992,Keyboard,2,1499.00
ORD002529,2025-02-23,C1801,Headphones,1,3299.00
ORD002530,2025-09-27,C1745,USB-C Cable,3,299.50
ORD002531,2025-02-18,C1541,Power Bank,3,1799.00
ORD002532,2025-10-10,C1277,Webcam,5,2499.00
ORD002533,2025-01-25,C1174,Keyboard,3,1499.00
ORD002534,2025-04-03,C1353,Headphones,5,3299.00
ORD002535,2025-11-01,C1903,USB Hub,4,899.00
ORD002536,2025-10-31,C1130,Power Bank,3,1799.00
ORD002537,2025-12-18,C1525,Wireless Mouse,2,799.00
ORD002538,2025-03-15,C1387,USB-C Cable,5,299.50
ORD002539,2025-01-28,C1940,Webcam,3,2499.00
ORD002540,2025-12-14,C1623,Laptop Stand,4,1199.00
ORD002541,2025-04-04,C1449,Power Bank,3,1799.00
ORD002542,2025-09-15,C1293,Power Bank,3,1799.00
ORD002543,2025-09-24,C1964,Headphones,2,3299.00
ORD002544,2025-11-22,C1878,Webcam,1,2499.00
ORD002545,2025-07-28,C1789,Webcam,3,2499.00
ORD002546,2025-11-21,C1081,Keyboard,1,1499.00
ORD002547,2025-02-17,C1169,Laptop Stand,5,1199.00
ORD002548,2025-02-13,C1761,Wireless Mouse,3,799.00
ORD002549,2025-09-10,C1827,USB Hub,1,899.00
ORD002550,2025-12-13,C1520,Headphones,2,3299.00
ORD002551,2025-09-12,C1527,Power Bank,5,1799.00
ORD002552,2025-07-27,C1014,Keyboard,5,1499.00
ORD002553,2025-01-04,C1731,Laptop Stand,4,1199.00
ORD002554,2025-06-26,C1250,USB Hub,5,899.00
ORD002555,2025-11-07,C1459,Wireless Mouse,2,799.00
ORD002556,2025-04-26,C1179,USB Hub,1,899.00
ORD002557,2025-03-10,C1526,Monitor,3,12499.00
ORD002558,2025-08-05,C1507,Wireless Mouse,4,799.00
ORD002559,2025-07-11,C1993,USB-C Cable,1,299.50
ORD002560,2025-12-14,C1255,Monitor,5,12499.00
ORD002561,2025-05-29,C1306,Keyboard,4,1499.00
ORD002562,2025-05-16,C1218,Webcam,1,2499.00
ORD002563,2025-04-22,C1945,Headphones,3,3299.00
ORD002564,2025-01-19,C1957,USB Hub,4,899.00
ORD002565,2025-01-30,C1364,Power Bank,1,1799.00
ORD002566,2025-06-18,C1305,Power Bank,3,1799.00
ORD002567,2025-01-03,C1358,Keyboard,2,1499.00
ORD002568,2025-07-01,C1009,Headphones,1,3299.00
ORD002569,2025-09-09,C1202,Headphones,1,3299.00
ORD002570,2025-09-21,C1920,USB Hub,2,899.00
ORD002571,2025-03-05,C1935,Headphones,4,3299.00
ORD002572,2025-03-21,C1787,Wireless Mouse,3,799.00
ORD002573,2025-08-29,C1404,Laptop Stand,3,1199.00
ORD002574,2025-07-06,C1438,Webcam,2,2499.00
ORD002575,2025-05-18,C1111,USB Hub,4,899.00
ORD002576,2025-03-24,C1143,Power Bank,3,1799.00
ORD002577,2025-01-03,C1367,Headphones,2,3299.00
ORD002578,2025-04-08,C1291,Keyboard,1,1499.00
ORD002579,2025-07-22,C1431,USB-C Cable,3,299.50
ORD002580,2025-03-24,C1682,Wireless Mouse,2,799.00
ORD002581,2025-12-07,C1272,Power Bank,1,1799.00
ORD002582,2025-09-08,C1563,Headphones,4,3299.00
ORD002583,2025-06-16,C1769,USB-C Cable,4,299.50
ORD002584,2025-07-19,C1134,USB Hub,1,899.00
ORD002585,2025-01-11,C1129,Keyboard,2,1499.00
ORD002586,2025-09-14,C1013,Monitor,2,12499.00
ORD002587,2025-12-14,C1849,Wireless Mouse,3,799.00
ORD002588,2025-11-02,C1755,Headphones,1,3299.00
ORD002589,2025-09-03,C1296,Headphones,3,3299.00
ORD002590,2025-02-12,C1779,Power Bank,4,1799.00
ORD002591,2025-11-13,C1156,Laptop Stand,5,1199.00
ORD002592,2025-05-08,C1287,USB-C Cable,1,299.50
ORD002593,2025-12-25,C1253,Webcam,4,2499.00
ORD002594,2025-08-31,C1723,Laptop Stand,1,1199.00
ORD002595,2025-11-09,C1185,USB Hub,2,899.00
ORD002596,2025-04-28,C1123,USB-C Cable,2,299.50
ORD002597,2025-01-20,C1280,Headphones,2,3299.00
ORD002598,2025-08-07,C1018,USB-C Cable,5,299.50
ORD002599,2025-02-16,C1885,Laptop Stand,1,1199.00
ORD002600,2025-07-28,C1537,Headphones,3,3299.00
ORD002601,2025-04-24,C1344,Laptop Stand,4,1199.00
ORD002602,2025-02-01,C1522,Power Bank,4,1799.00
ORD002603,2025-06-05,C1112,Wireless Mouse,3,799.00
ORD002604,2025-05-24,C1965,Monitor,3,12499.00
ORD002605,2025-05-07,C1327,Headphones,1,3299.00
ORD002606,2025-01-21,C1000,USB-C Cable,1,299.50
ORD002607,2025-04-19,C1292,Monitor,4,12499.00
ORD002608,2025-11-07,C1103,Webcam,4,2499.00
ORD002609,2025-05-10,C1971,USB-C Cable,4,299.50
ORD002610,2025-06-21,C1311,Monitor,1,12499.00
ORD002611,2025-12-09,C1013,Keyboard,5,1499.00
ORD002612,2025-06-19,C1369,USB-C Cable,3,299.50
ORD002613,2025-11-06,C1380,USB Hub,2,899.00
ORD002614,2025-04-18,C1598,Webcam,4,2499.00
ORD002615,2025-02-24,C1133,Keyboard,5,1499.00
ORD002616,2025-01-22,C1600,Keyboard,2,1499.00
ORD002617,2025-12-27,C1456,Laptop Stand,1,1199.00
